#;Callsign;Departure_Time;Destination Info;Origin Info;Origin;Dest;Routing;Aircraft Type;Cruise Speed (knots);km/h;Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude;Speed;Speed_multiplied
286;MI324;05.47.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[155,425,425,425,145];[1240, 3400, 3400, 3400, 1160]
287;MH604;05.47.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[150,400,400,400,145];[1200, 3200, 3200, 3200, 1160]
288;MH614;05.47.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[145,490,490,490,155];[1160, 3920, 3920, 3920, 1240]
289;MH628;05.48.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[145,450,450,450,150];[1160, 3600, 3600, 3600, 1200]
290;MH606;05.48.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[160,475,475,475,155];[1280, 3800, 3800, 3800, 1240]
291;OD802;05.48.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,500,500,500,155];[1160, 4000, 4000, 4000, 1240]
292;MH624;05.48.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,12000];[160,450,450,450,150];[1280, 3600, 3600, 3600, 1200]
293;MH620;05.48.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[155,400,400,400,145];[1240, 3200, 3200, 3200, 1160]
294;MH608;05.48.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[155,475,475,475,150];[1240, 3800, 3800, 3800, 1200]
295;MH616;05.49.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[150,450,450,450,160];[1200, 3600, 3600, 3600, 1280]
296;MH610;05.49.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[160,425,425,425,150];[1280, 3400, 3400, 3400, 1200]
297;OD806;05.49.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[160,490,490,490,160];[1280, 3920, 3920, 3920, 1280]
298;WY824;05.49.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[150,425,425,425,150];[1200, 3400, 3400, 3400, 1200]
299;OD804;05.49.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[145,475,475,475,150];[1160, 3800, 3800, 3800, 1200]
300;MI340;05.49.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[145,500,500,500,145];[1160, 4000, 4000, 4000, 1160]
301;OD808;05.50.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[150,475,475,475,145];[1200, 3800, 3800, 3800, 1160]
302;MI320;05.50.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[155,475,475,475,150];[1240, 3800, 3800, 3800, 1200]
303;3K683;05.50.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[160,450,450,450,155];[1280, 3600, 3600, 3600, 1240]
304;AK700;05.50.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[150,450,450,450,145];[1200, 3600, 3600, 3600, 1160]
305;AK702;05.50.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[150,500,500,500,160];[1200, 4000, 4000, 4000, 1280]
306;3K663;05.50.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[160,400,400,400,150];[1280, 3200, 3200, 3200, 1200]
307;TR2454;05.51.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[150,475,475,475,160];[1200, 3800, 3800, 3800, 1280]
308;MI326;05.51.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[150,475,475,475,160];[1200, 3800, 3800, 3800, 1280]
309;AK704;05.51.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[160,490,490,490,160];[1280, 3920, 3920, 3920, 1280]
310;AK706;05.51.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[155,450,450,450,160];[1240, 3600, 3600, 3600, 1280]
311;MI328;05.51.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[160,425,425,425,150];[1280, 3400, 3400, 3400, 1200]
312;3K685;05.51.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[155,475,475,475,155];[1240, 3800, 3800, 3800, 1240]
313;AK710;05.52.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[145,400,400,400,150];[1160, 3200, 3200, 3200, 1200]
314;AK712;05.52.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[155,450,450,450,160];[1240, 3600, 3600, 3600, 1280]
315;MI330;05.52.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[160,475,475,475,150];[1280, 3800, 3800, 3800, 1200]
316;AK714;05.52.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[160,425,425,425,145];[1280, 3400, 3400, 3400, 1160]
317;TR2464;05.52.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[160,400,400,400,155];[1280, 3200, 3200, 3200, 1240]
318;AK716;05.52.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[150,400,400,400,150];[1200, 3200, 3200, 3200, 1200]
319;TR2466;05.53.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[160,400,400,400,150];[1280, 3200, 3200, 3200, 1200]
320;3K687;05.53.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[145,500,500,500,155];[1160, 4000, 4000, 4000, 1240]
321;MI342;05.53.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[150,400,400,400,155];[1200, 3200, 3200, 3200, 1240]
322;AK718;05.53.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[145,425,425,425,145];[1160, 3400, 3400, 3400, 1160]
323;AK720;05.53.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;22.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[145,475,475,475,150];[1160, 3800, 3800, 3800, 1200]
324;SQ106;05.53.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;;410;FL200;01.00.00;09.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[150,500,500,500,160];[1200, 4000, 4000, 4000, 1280]
325;SQ116;05.54.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;;410;FL200;01.00.00;17.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[160,450,450,450,160];[1280, 3600, 3600, 3600, 1280]
326;SQ118;05.54.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;;410;FL200;01.00.00;19.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[145,490,490,490,150];[1160, 3920, 3920, 3920, 1200]
327;MH602;05.54.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;07.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[155,400,400,400,160];[1240, 3200, 3200, 3200, 1280]
328;MI322;05.54.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[160,500,500,500,160];[1280, 4000, 4000, 4000, 1280]
329;MI324;05.54.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,425,425,425,160];[1160, 3400, 3400, 3400, 1280]
330;MH604;05.54.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[155,500,500,500,155];[1240, 4000, 4000, 4000, 1240]
331;MH614;05.55.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[145,450,450,450,155];[1160, 3600, 3600, 3600, 1240]
332;MH628;05.55.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[150,490,490,490,145];[1200, 3920, 3920, 3920, 1160]
333;MH606;05.55.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[155,490,490,490,160];[1240, 3920, 3920, 3920, 1280]
334;OD802;05.55.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[150,475,475,475,145];[1200, 3800, 3800, 3800, 1160]
335;MH624;05.55.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[160,500,500,500,150];[1280, 4000, 4000, 4000, 1200]
336;MH620;05.55.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[155,500,500,500,160];[1240, 4000, 4000, 4000, 1280]
337;MH608;05.56.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[155,425,425,425,150];[1240, 3400, 3400, 3400, 1200]
338;MH616;05.56.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[145,450,450,450,150];[1160, 3600, 3600, 3600, 1200]
339;MH610;05.56.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[145,490,490,490,160];[1160, 3920, 3920, 3920, 1280]
340;OD806;05.56.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[160,490,490,490,150];[1280, 3920, 3920, 3920, 1200]
341;WY824;05.56.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[155,500,500,500,155];[1240, 4000, 4000, 4000, 1240]
342;OD804;05.56.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[155,500,500,500,145];[1240, 4000, 4000, 4000, 1160]
343;MI340;05.57.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[145,475,475,475,160];[1160, 3800, 3800, 3800, 1280]
344;OD808;05.57.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,475,475,475,160];[1160, 3800, 3800, 3800, 1280]
345;MI320;05.57.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[155,475,475,475,145];[1240, 3800, 3800, 3800, 1160]
346;3K683;05.57.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[145,425,425,425,150];[1160, 3400, 3400, 3400, 1200]
347;AK700;05.57.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[145,400,400,400,160];[1160, 3200, 3200, 3200, 1280]
348;AK702;05.57.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[145,490,490,490,160];[1160, 3920, 3920, 3920, 1280]
349;3K663;05.58.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[155,490,490,490,150];[1240, 3920, 3920, 3920, 1200]
350;TR2454;05.58.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[150,450,450,450,160];[1200, 3600, 3600, 3600, 1280]
351;MI326;05.58.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[160,490,490,490,150];[1280, 3920, 3920, 3920, 1200]
352;AK704;05.58.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[150,425,425,425,160];[1200, 3400, 3400, 3400, 1280]
353;AK706;05.58.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[155,475,475,475,160];[1240, 3800, 3800, 3800, 1280]
354;MI328;05.58.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[145,475,475,475,150];[1160, 3800, 3800, 3800, 1200]
355;3K685;05.59.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[150,400,400,400,160];[1200, 3200, 3200, 3200, 1280]
356;AK710;05.59.10;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,475,475,475,145];[1160, 3800, 3800, 3800, 1160]
357;AK712;05.59.20;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[155,475,475,475,145];[1240, 3800, 3800, 3800, 1160]
358;MI330;05.59.30;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[145,400,400,400,155];[1160, 3200, 3200, 3200, 1240]
359;AK714;05.59.40;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[155,400,400,400,150];[1240, 3200, 3200, 3200, 1200]
360;TR2464;05.59.50;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[150,425,425,425,145];[1200, 3400, 3400, 3400, 1160]
361;AK716;06.00.00;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[160,475,475,475,160];[1280, 3800, 3800, 3800, 1280]
6842;MH3381;05.00.00;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,12000];[145,425,425,145];[1160, 3400, 3400, 1160]
6843;MH3807;05.00.10;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,38000,38000,12000];[160,400,400,150];[1280, 3200, 3200, 1200]
6844;AK6057;05.00.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,33000,33000,7000];[155,500,500,155];[1240, 4000, 4000, 1240]
6845;AK6059;05.00.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,31000,31000,7000];[150,450,450,155];[1200, 3600, 3600, 1240]
6846;MH3804;05.00.40;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,41000,12000];[155,490,150];[1240, 3920, 1200]
6847;MH3806;05.00.50;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,33000,33000,12000];[160,425,425,160];[1280, 3400, 3400, 1280]
6848;MH3461;05.01.00;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;11.55.00;[WBGB,VBU,VSI,WBGS];[7000,33000,12000];[160,425,145];[1280, 3400, 1160]
6849;MH3383;05.01.10;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;;250;FL140;00.35.00;18.55.00;[WBGB,VBU,VSI,WBGS];[7000,33000,7000];[145,400,150];[1160, 3200, 1200]
6850;MH3324;05.01.20;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;09.30.00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,33000,33000,33000,12000];[145,490,490,490,150];[1160, 3920, 3920, 3920, 1200]
6851;MH3326;05.01.30;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;;250;FL190;01.15.00;16.35.00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,38000,38000,38000,7000];[145,500,500,500,150];[1160, 4000, 4000, 4000, 1200]
6852;AK5247;05.01.40;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;11.25.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,12000];[145,400,400,400,400,400,150];[1160, 3200, 3200, 3200, 3200, 3200, 1200]
6853;MH2743;05.01.50;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;15.40.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,7000];[155,400,400,400,400,400,400,400,400,400,400,400,150];[1240, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1200]
6854;MH2747;05.02.00;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;;410;FL380;02.05.00;21.15.00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,12000];[145,500,500,500,500,500,500,500,500,500,500,500,145];[1160, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 1160]
6855;AK5243;05.02.10;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;;410;FL360;02.05.00;21.50.00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,12000];[145,500,500,500,500,500,160];[1160, 4000, 4000, 4000, 4000, 4000, 1280]
6856;MH3381;05.02.20;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;10.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,12000];[150,500,500,145];[1200, 4000, 4000, 1160]
6857;MH3807;05.02.30;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;;250;FL250;01.00.00;20.55.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,38000,38000,12000];[145,500,500,160];[1160, 4000, 4000, 1280]
6858;AK6057;05.02.40;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;11.45.00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,7000];[155,500,500,160];[1240, 4000, 4000, 1280]
6859;AK6059;05.02.50;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;;410;FL260;01.00.00;18.55.00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,12000];[145,425,425,160];[1160, 3400, 3400, 1280]
6860;MH3804;05.03.00;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;08.25.00;[WBGB,VBU,VMI,WBGR];[12000,41000,12000];[155,475,145];[1240, 3800, 1160]
6861;MH3806;05.03.10;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;;250;FL180;00.35.00;18.35.00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,31000,31000,7000];[145,425,425,145];[1160, 3400, 3400, 1160]
