#;Callsign;Departure_Time;Destination Info;Origin Info;Routing;Aircraft Type;Cruise Speed (knots);km/h;Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude;Speed;Speed_multiplied
243;MI324;06.20.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000];[150,425,425,425,425,160];[1200, 3400, 3400, 3400, 3400, 1280]
244;MH604;06.21.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,7000];[150,425,425,425,425,145];[1200, 3400, 3400, 3400, 3400, 1160]
245;MH614;06.21.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000];[145,400,400,400,400,160];[1160, 3200, 3200, 3200, 3200, 1280]
246;MH628;06.21.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[155,400,400,400,400,150];[1240, 3200, 3200, 3200, 3200, 1200]
247;MH606;06.22.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[155,490,490,490,490,160];[1240, 3920, 3920, 3920, 3920, 1280]
248;OD802;06.22.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000];[145,490,490,490,490,160];[1160, 3920, 3920, 3920, 3920, 1280]
249;MH624;06.22.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[150,425,425,425,425,145];[1200, 3400, 3400, 3400, 3400, 1160]
250;MH620;06.23.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000];[160,500,500,500,500,145];[1280, 4000, 4000, 4000, 4000, 1160]
251;MH608;06.23.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000];[160,500,500,500,500,145];[1280, 4000, 4000, 4000, 4000, 1160]
252;MH616;06.23.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000];[150,500,500,500,500,145];[1200, 4000, 4000, 4000, 4000, 1160]
253;MH610;06.24.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000];[155,500,500,500,500,145];[1240, 4000, 4000, 4000, 4000, 1160]
254;OD806;06.24.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[145,450,450,450,450,145];[1160, 3600, 3600, 3600, 3600, 1160]
255;WY824;06.24.40;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[160,425,425,425,425,155];[1280, 3400, 3400, 3400, 3400, 1240]
256;OD804;06.25.00;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[145,425,425,425,425,160];[1160, 3400, 3400, 3400, 3400, 1280]
257;MI340;06.25.20;WMKK;WSSS;WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000];[145,400,400,400,400,155];[1160, 3200, 3200, 3200, 3200, 1240]
258;OD808;06.25.40;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,7000];[160,450,450,450,450,150];[1280, 3600, 3600, 3600, 3600, 1200]
259;MI320;06.26.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000];[145,490,490,490,490,145];[1160, 3920, 3920, 3920, 3920, 1160]
260;3K683;06.26.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000];[150,500,500,500,500,160];[1200, 4000, 4000, 4000, 4000, 1280]
261;AK700;06.26.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[145,425,425,425,425,145];[1160, 3400, 3400, 3400, 3400, 1160]
262;AK702;06.27.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000];[155,425,425,425,425,160];[1240, 3400, 3400, 3400, 3400, 1280]
263;3K663;06.27.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000];[145,475,475,475,475,145];[1160, 3800, 3800, 3800, 3800, 1160]
264;TR2454;06.27.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000];[160,500,500,500,500,160];[1280, 4000, 4000, 4000, 4000, 1280]
265;MI326;06.28.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,7000];[145,425,425,425,425,160];[1160, 3400, 3400, 3400, 3400, 1280]
266;AK704;06.28.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000];[145,450,450,450,450,155];[1160, 3600, 3600, 3600, 3600, 1240]
267;AK706;06.28.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,12000];[150,490,490,490,490,145];[1200, 3920, 3920, 3920, 3920, 1160]
268;MI328;06.29.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000];[160,425,425,425,425,160];[1280, 3400, 3400, 3400, 3400, 1280]
269;3K685;06.29.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,7000];[145,475,475,475,475,150];[1160, 3800, 3800, 3800, 3800, 1200]
270;AK710;06.29.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000];[145,490,490,490,490,155];[1160, 3920, 3920, 3920, 3920, 1240]
271;AK712;06.30.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[150,490,490,490,490,160];[1200, 3920, 3920, 3920, 3920, 1280]
272;MI330;06.30.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,7000];[155,490,490,490,490,145];[1240, 3920, 3920, 3920, 3920, 1160]
273;AK714;06.30.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[155,490,490,490,490,150];[1240, 3920, 3920, 3920, 3920, 1200]
274;TR2464;06.31.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[145,475,475,475,475,155];[1160, 3800, 3800, 3800, 3800, 1240]
275;AK716;06.31.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[150,500,500,500,500,160];[1200, 4000, 4000, 4000, 4000, 1280]
276;TR2466;06.31.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[150,425,425,425,425,150];[1200, 3400, 3400, 3400, 3400, 1200]
277;3K687;06.32.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,7000];[160,425,425,425,425,150];[1280, 3400, 3400, 3400, 3400, 1200]
278;MI342;06.32.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[160,425,425,425,425,160];[1280, 3400, 3400, 3400, 3400, 1280]
279;AK718;06.32.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[155,500,500,500,500,155];[1240, 4000, 4000, 4000, 4000, 1240]
280;AK720;06.33.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;22.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[145,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 1240]
281;SQ106;06.33.20;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;09.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000];[160,500,500,500,500,150];[1280, 4000, 4000, 4000, 4000, 1200]
282;SQ116;06.33.40;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;17.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,7000];[145,475,475,475,475,155];[1160, 3800, 3800, 3800, 3800, 1240]
283;SQ118;06.34.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;19.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[150,425,425,425,425,145];[1200, 3400, 3400, 3400, 3400, 1160]
284;MH602;06.34.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;07.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[145,500,500,500,500,155];[1160, 4000, 4000, 4000, 4000, 1240]
285;MI322;06.34.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000];[145,400,400,400,400,160];[1160, 3200, 3200, 3200, 3200, 1280]
286;MI324;06.35.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[160,490,490,490,490,150];[1280, 3920, 3920, 3920, 3920, 1200]
287;MH604;06.35.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[160,450,450,450,450,155];[1280, 3600, 3600, 3600, 3600, 1240]
288;MH614;06.35.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000];[155,450,450,450,450,160];[1240, 3600, 3600, 3600, 3600, 1280]
289;MH628;06.36.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000];[155,490,490,490,490,160];[1240, 3920, 3920, 3920, 3920, 1280]
290;MH606;06.36.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[145,450,450,450,450,160];[1160, 3600, 3600, 3600, 3600, 1280]
291;OD802;06.36.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[150,400,400,400,400,160];[1200, 3200, 3200, 3200, 3200, 1280]
292;MH624;06.37.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000];[150,400,400,400,400,160];[1200, 3200, 3200, 3200, 3200, 1280]
293;MH620;06.37.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[160,475,475,475,475,155];[1280, 3800, 3800, 3800, 3800, 1240]
294;MH608;06.37.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[160,490,490,490,490,155];[1280, 3920, 3920, 3920, 3920, 1240]
295;MH616;06.38.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000];[155,450,450,450,450,160];[1240, 3600, 3600, 3600, 3600, 1280]
296;MH610;06.38.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[160,425,425,425,425,155];[1280, 3400, 3400, 3400, 3400, 1240]
297;OD806;06.38.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,12000];[145,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 1240]
298;WY824;06.39.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[160,425,425,425,425,160];[1280, 3400, 3400, 3400, 3400, 1280]
299;OD804;06.39.20;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000];[145,500,500,500,500,160];[1160, 4000, 4000, 4000, 4000, 1280]
300;MI340;06.39.40;WMKK;WSSS;WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000];[160,500,500,500,500,150];[1280, 4000, 4000, 4000, 4000, 1200]
301;OD808;06.40.00;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000];[160,500,500,500,500,145];[1280, 4000, 4000, 4000, 4000, 1160]
302;MI320;06.40.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[160,490,490,490,490,155];[1280, 3920, 3920, 3920, 3920, 1240]
303;3K683;06.40.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000];[155,490,490,490,490,150];[1240, 3920, 3920, 3920, 3920, 1200]
304;AK700;06.41.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000];[160,500,500,500,500,150];[1280, 4000, 4000, 4000, 4000, 1200]
305;AK702;06.41.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000];[150,400,400,400,400,160];[1200, 3200, 3200, 3200, 3200, 1280]
306;3K663;06.41.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000];[160,400,400,400,400,145];[1280, 3200, 3200, 3200, 3200, 1160]
307;TR2454;06.42.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,12000];[155,475,475,475,475,150];[1240, 3800, 3800, 3800, 3800, 1200]
308;MI326;06.42.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[145,475,475,475,475,155];[1160, 3800, 3800, 3800, 3800, 1240]
309;AK704;06.42.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[145,400,400,400,400,145];[1160, 3200, 3200, 3200, 3200, 1160]
310;AK706;06.43.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[160,425,425,425,425,160];[1280, 3400, 3400, 3400, 3400, 1280]
311;MI328;06.43.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000];[155,400,400,400,400,160];[1240, 3200, 3200, 3200, 3200, 1280]
312;3K685;06.43.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[145,490,490,490,490,150];[1160, 3920, 3920, 3920, 3920, 1200]
313;AK710;06.44.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[145,450,450,450,450,155];[1160, 3600, 3600, 3600, 3600, 1240]
314;AK712;06.44.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[150,475,475,475,475,150];[1200, 3800, 3800, 3800, 3800, 1200]
315;MI330;06.44.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000];[150,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 1240]
316;AK714;06.45.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[150,490,490,490,490,145];[1200, 3920, 3920, 3920, 3920, 1160]
317;TR2464;06.45.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000];[145,450,450,450,450,160];[1160, 3600, 3600, 3600, 3600, 1280]
318;AK716;06.45.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000];[145,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 1240]
319;TR2466;06.46.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[145,425,425,425,425,145];[1160, 3400, 3400, 3400, 3400, 1160]
320;3K687;06.46.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[150,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 1240]
321;MI342;06.46.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[150,425,425,425,425,150];[1200, 3400, 3400, 3400, 3400, 1200]
322;AK718;06.47.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[155,450,450,450,450,155];[1240, 3600, 3600, 3600, 3600, 1240]
323;AK720;06.47.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;22.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000];[160,400,400,400,400,150];[1280, 3200, 3200, 3200, 3200, 1200]
324;SQ106;06.47.40;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;09.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000];[150,500,500,500,500,145];[1200, 4000, 4000, 4000, 4000, 1160]
325;SQ116;06.48.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;17.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,7000];[160,490,490,490,490,145];[1280, 3920, 3920, 3920, 3920, 1160]
326;SQ118;06.48.20;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;19.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[160,490,490,490,490,150];[1280, 3920, 3920, 3920, 3920, 1200]
327;MH602;06.48.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;07.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[145,450,450,450,450,145];[1160, 3600, 3600, 3600, 3600, 1160]
328;MI322;06.49.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000];[160,450,450,450,450,155];[1280, 3600, 3600, 3600, 3600, 1240]
329;MI324;06.49.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000];[155,400,400,400,400,160];[1240, 3200, 3200, 3200, 3200, 1280]
330;MH604;06.49.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000];[155,475,475,475,475,160];[1240, 3800, 3800, 3800, 3800, 1280]
331;MH614;06.50.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000];[155,490,490,490,490,145];[1240, 3920, 3920, 3920, 3920, 1160]
332;MH628;06.50.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000];[150,500,500,500,500,145];[1200, 4000, 4000, 4000, 4000, 1160]
333;MH606;06.50.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000];[155,425,425,425,425,155];[1240, 3400, 3400, 3400, 3400, 1240]
334;OD802;06.51.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[150,400,400,400,400,155];[1200, 3200, 3200, 3200, 3200, 1240]
335;MH624;06.51.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000];[155,500,500,500,500,150];[1240, 4000, 4000, 4000, 4000, 1200]
336;MH620;06.51.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,12000];[155,425,425,425,425,160];[1240, 3400, 3400, 3400, 3400, 1280]
337;MH608;06.52.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000];[145,475,475,475,475,150];[1160, 3800, 3800, 3800, 3800, 1200]
338;MH616;06.52.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000];[145,500,500,500,500,150];[1160, 4000, 4000, 4000, 4000, 1200]
339;MH610;06.52.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,12000];[145,400,400,400,400,145];[1160, 3200, 3200, 3200, 3200, 1160]
